"Comments","Clinical Code",,,,"Sensitivity Code",,,,"Confidentiality Code",,,
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.188 ","Other stimulant abuse with other stimulant-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.182 ","Other stimulant abuse with stimulant-induced sleep disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.181 ","Other stimulant abuse with stimulant-induced sexual dysfunction","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.180 ","Other stimulant abuse with stimulant-induced anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.159 ","Other stimulant abuse with stimulant-induced psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.122 ","Other stimulant abuse with intoxication with perceptual disturbance","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F15.10","Other stimulant abuse, uncomplicated","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.99","Other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.988 ","Other psychoactive substance use, unspecified with other psychoactive substance-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.982 ","Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.981 ","Other psychoactive substance use, unspecified with psychoactive substance-induced sexual dysfunction","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.980 ","Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.97","Other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.96","Other psychoactive substance use, unspecified with psychoactive substance-induced persisting amnestic disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.959 ","Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.951","Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.950","Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.94","Other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.939","Other psychoactive substance use, unspecified with withdrawal, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.922 ","Other psychoactive substance use, unspecified with intoxication with perceptual disturbance","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.921","Other psychoactive substance use, unspecified with intoxication with delirium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.288 ","Other psychoactive substance dependence with other psychoactive substance-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.282 ","Other psychoactive substance dependence with psychoactive substance-induced sleep disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.281 ","Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.280 ","Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.259 ","Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.222 ","Other psychoactive substance dependence with intoxication with perceptual disturbance","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.21","Other psychoactive substance dependence, in remission","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.20","Other psychoactive substance dependence, uncomplicated","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.188 ","Other psychoactive substance abuse with other psychoactive substance-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.182 ","Other psychoactive substance abuse with psychoactive substance-induced sleep disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.181 ","Other psychoactive substance abuse with psychoactive substance-induced sexual dysfunction","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.180 ","Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.159 ","Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.122 ","Other psychoactive substance abuse with intoxication with perceptual disturbances","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F19.10","Other psychoactive substance abuse, uncomplicated","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.988 ","Cannabis use, unspecified with other Cannabis-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.980 ","Cannabis use, unspecified with anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.959 ","Cannabis use, unspecified with psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.922 ","Cannabis use, unspecified with intoxication with perceptual disturbance","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.90","Cannabis use, uncomplicated","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.288 ","Cannabis dependence with other Cannabis-induced disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.280 ","Cannabis dependence with Cannabis-induced anxiety disorder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.259 ","Cannabis dependence with psychotic disorder, unspecified","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.222 ","Cannabis dependence with intoxication with perceptual disturbance","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.21","Cannabis dependence, in remission","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","ICD-10-CM ","ICD-10-Clinical Modification","F12.20","Cannabis dependence, uncomplicated","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
